,popularity,vote_count,id_x,adult,original_language,title,vote_average,overview,MPAA,year,month,studio,production_budget,domestic_gross,worldwide_gross,tconst,primary_title,original_title,start_year,runtime_minutes,genres,avg_rating_imdb,num_votes_imdb,actors,directors,producers,editors,writers,primary_genre,secondary_genre,new_genre,worldwide_gross_z,domestic_gross_z
2155,12.768,598,336004,False,en,heist,5.9,"A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.",R,2015,11,,8.9,0.05,3.32,tt3276924,heist,Heist,2015,93.0,"Action,Crime,Thriller",6.1,24740,"Robert De Niro,Kate Bosworth,Jeffrey Dean Morgan,Dave Bautista",Scott Mann,"George Furla,Wayne Marc Godfrey,Randall Emmett",,"Max Adams,Stephen C. Sepher",Action,Crime,Action,-0.702763167739838,-0.8111039548867104
2165,31.347,4965,337167,False,en,fifty shades freed,6.5,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.",R,2018,01,Uni.,55.0,100.41,371.35,tt4477536,fifty shades freed,Fifty Shades Freed,2018,105.0,"Drama,Romance,Thriller",4.5,43893,"Dakota Johnson,Eloise Mumford,Eric Johnson,Jamie Dornan",James Foley,"Dana Brunetti,Michael De Luca,Marcus Viscidi",,"E.L. James,Niall Leonard",Drama,Romance,Drama,0.9260413733527099,0.42838736220081824
2166,19.776,2823,337170,False,en,american made,6.8,"The true story of pilot Barry Seal, who transported contraband for the CIA and the Medellin cartel in the 1980s.",R,2017,08,Uni.,50.0,51.34,135.57,tt3532216,american made,American Made,2017,115.0,"Action,Biography,Comedy",7.2,131043,"Tom Cruise,Sarah Wright,Domhnall Gleeson,Jesse Plemons",Doug Liman,"Brian Oliver,Brian Grazer,Doug Davison,Ray Angelic",,Gary Spinelli,Action,Biography,Action,-0.1174592507779343,-0.1776492951276495
2167,18.86,7422,337339,False,en,the fate of the furious,6.9,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",PG-13,2017,04,Uni.,250.0,225.76,1234.85,tt4630562,the fate of the furious,The Fate of the Furious,2017,136.0,"Action,Crime,Thriller",6.7,179774,"Dwayne Johnson,Vin Diesel,Jason Statham,Michelle Rodriguez",F. Gary Gray,"Michael Fottrell,Neal H. Moritz",,"Chris Morgan,Gary Scott Thompson",Action,Crime,Action,4.747666570302456,1.9765164634056978
2174,18.882,2992,338766,False,en,hell or high water,7.3,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,R,2016,08,LGF,12.0,27.01,37.58,tt2582782,hell or high water,Hell or High Water,2016,102.0,"Action,Crime,Drama",7.6,176469,"Chris Pine,Jeff Bridges,Ben Foster,Gil Birmingham",David Mackenzie,"Sidney Kimmel,Julie Yorn,Peter Berg,Carla Hacken",,Taylor Sheridan,Action,Crime,Action,-0.5511373666425615,-0.47813578122509437
2176,26.482,6910,338952,False,en,fantastic beasts: the crimes of grindelwald,6.9,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",PG-13,2018,11,WB,200.0,159.56,652.22,tt4123430,fantastic beasts: the crimes of grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018,134.0,"Adventure,Family,Fantasy",6.6,163151,"Johnny Depp,Eddie Redmayne,Katherine Waterston,Dan Fogler",David Yates,"Steve Kloves,David Heyman,Lionel Wigram",,J.K. Rowling,Adventure,Family,Adventure,2.1690985465632195,1.1589165711060327
2178,29.801,5448,338970,False,en,tomb raider,6.3,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she finds herself on the island where her father disappeared.",,2018,03,WB,90.0,58.25,273.48,tt1365519,tomb raider,Tomb Raider,2018,119.0,"Action,Adventure,Fantasy",6.3,163560,"Daniel Wu,Walton Goggins,Alicia Vikander,Dominic West",Roar Uthaug,,,"Evan Daugherty,Rhianna Pratchett,Geneva Robertson-Dworet,Alastair Siddons,Susan O'Connor",Action,Adventure,Action,0.4928943461083883,-0.09230767494954248
2180,14.329,376,339103,False,en,gotti,5.2,"John Gotti rises to the top of the New York underworld to become the boss of the Gambino crime family. His life takes a tumultuous turn as he faces tragedy, multiple trials and a prison sentence.",,2018,06,VE,10.0,4.29,6.09,tt1801552,gotti,Gotti,2018,112.0,"Biography,Crime,Drama",4.8,10358,"Stacy Keach,John Travolta,Spencer Rocco Lofranco,Kelly Preston",Kevin Connolly,"Randall Emmett,Michael Froch,Marc Fiore",,"Lem Dobbs,Leo Rossi",Biography,Crime,Biography,-0.6905038720877815,-0.7587380403345868
2183,12.41,522,339380,False,en,on the basis of sex,7.3,Young lawyer Ruth Bader Ginsburg teams with her husband Marty to bring a groundbreaking case before the U.S. Court of Appeals and overturn a century of sex discrimination.,,2018,12,Focus,20.0,24.62,38.07,tt4669788,on the basis of sex,On the Basis of Sex,2018,120.0,"Biography,Drama",6.9,12083,"Justin Theroux,Felicity Jones,Armie Hammer,Sam Waterston",Mimi Leder,"Robert W. Cort,Jonathan King",,Daniel Stiepleman,Biography,Drama,Biography,-0.5489687547763132,-0.5076533604183905
2186,37.454,10328,339403,False,en,baby driver,7.5,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",R,2017,06,TriS,34.0,107.83,228.1,tt3890160,baby driver,Baby Driver,2017,113.0,"Action,Crime,Drama",7.6,363977,"Jon Hamm,Jon Bernthal,Eiza González,Ansel Elgort",Edgar Wright,"Tim Bevan,Eric Fellner,Nira Park",,,Action,Crime,Action,0.2920543328627837,0.5200277126670345
2189,13.897,667,339419,False,en,loving,6.7,"The story of Richard and Mildred Loving, an interracial couple, whose challenge of their anti-miscegenation arrest for their marriage in Virginia led to a legal battle that would end at the US Supreme Court.",PG-13,2016,11,Focus,9.0,7.71,12.9,tt4669986,loving,Loving,2016,123.0,"Biography,Drama,Romance",7.0,28079,"Joel Edgerton,Ruth Negga,Will Dalton,Dean Mumford",Jeff Nichols,"Colin Firth,Sarah Green,Peter Saraf,Nancy Buirski,Ged Doherty",,,Biography,Drama,Biography,-0.6603645928854331,-0.7164994960496192
2194,26.015,5752,339846,False,en,baywatch,6.1,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",R,2017,05,Par.,60.0,58.06,175.86,tt1469304,baywatch,Baywatch,2017,116.0,"Action,Comedy,Crime",5.6,137528,"Dwayne Johnson,Priyanka Chopra,Zac Efron,Alexandra Daddario",Seth Gordon,,,"David Ronn,Michael Berk,Douglas Schwartz,Gregory J. Bonann,Jay Scherick",Action,Comedy,Action,0.060853753489703614,-0.09465426074315177
2196,27.646,5110,339964,False,en,valerian and the city of a thousand planets,6.6,"In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe.",PG-13,2017,07,STX,180.0,40.48,215.1,tt2239822,valerian and the city of a thousand planets,Valerian and the City of a Thousand Planets,2017,137.0,"Action,Adventure,Fantasy",6.5,139792,"Clive Owen,Dane DeHaan,Cara Delevingne,Rihanna",Luc Besson,Virginie Besson-Silla,,"Pierre Christin,Jean-Claude Mézières",Action,Adventure,Action,0.2345197323296665,-0.31177519890973965
2200,16.195,679,339984,False,en,miracles from heaven,7.2,"When Christy discovers her 10-year-old daughter Anna has a rare, incurable disease, she becomes a ferocious advocate for her daughter’s healing as she searches for a solution. After Anna has a freak accident and falls three stories, a miracle unfolds in the wake of her dramatic rescue that leaves medical specialists mystified, her family restored and their community inspired.",PG,2016,03,TriS,13.0,61.71,73.8,tt4257926,miracles from heaven,Miracles from Heaven,2016,109.0,"Biography,Drama,Family",7.1,17734,"Jennifer Garner,Martin Henderson,Brighton Sharbino,Kylie Rogers",Patricia Riggen,"T.D. Jakes,Joe Roth,DeVon Franklin",,"Randy Brown,Christy Beam",Biography,Drama,Biography,-0.3908371180802919,-0.04957511260276239
2201,15.963,3279,339988,False,en,the circle,5.5,"A young tech worker takes a job at a powerful Internet corporation, quickly rises up the company's ranks, and soon finds herself in a perilous situation concerning privacy, surveillance and freedom. She comes to learn that her decisions and actions will determine the future of humanity.",PG-13,2017,04,,18.0,20.5,40.65,tt2943946,the circle,The Circle,2017,93.0,"Drama,Horror,Thriller",5.1,17,"Edward Baker-Duly,Sesselia Olafs,Griffin Stevens,Eva-Marie Kung",Peter Callow,Emily Yarrow,,Scott O'Neill,Drama,Horror,Drama,-0.5375503494397407,-0.5585372207850766
2210,13.093,519,340485,False,en,american honey,6.7,"A teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the Midwest with a band of misfits.",,2016,09,A24,3.5,0.66,2.61,tt3721936,american honey,American Honey,2016,163.0,"Adventure,Drama,Romance",7.0,31663,"Shia LaBeouf,Riley Keough,Sasha Lane,McCaul Lombardi",Andrea Arnold,"Lars Knudsen,Jay Van Hoy,Thomas Benski,Lucas Ochoa,Pouya Shahbazian",,,Adventure,Drama,Adventure,-0.7059054420766467,-0.8035701794440699
2215,14.002,5301,340666,False,en,nocturnal animals,7.4,"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",R,2016,11,Focus,22.5,10.66,32.4,tt4550098,nocturnal animals,Nocturnal Animals,2016,116.0,"Drama,Thriller",7.5,205240,"Amy Adams,Michael Shannon,Aaron Taylor-Johnson,Jake Gyllenhaal",Tom Ford,Robert Salerno,Joan Sobel,Austin Wright,Drama,Thriller,Drama,-0.5740626920857574,-0.6800656639909484
2221,15.999,817,341012,False,en,popstar: never stop never stopping,6.6,"When his new album fails to sell records, pop/rap superstar Conner4real goes into a major tailspin and watches his celebrity high life begin to collapse. He'll try anything to bounce back, anything except reuniting with his old rap group The Style Boyz.",R,2016,06,,20.0,9.5,9.54,tt3960412,popstar: never stop never stopping,Popstar: Never Stop Never Stopping,2016,87.0,"Comedy,Music",6.7,47278,"Sarah Silverman,Jorma Taccone,Andy Samberg,Akiva Schaffer",,"Judd Apatow,Rodney Rothman","Craig Alpert,Jamie Gross",,Comedy,Music,Comedy,-0.6752350742539928,-0.6943921877835104
2222,29.398,4451,341013,False,en,atomic blonde,6.4,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,R,2017,07,Focus,30.0,51.57,98.35,tt2406566,atomic blonde,Atomic Blonde,2017,115.0,"Action,Mystery,Thriller",6.7,150407,"John Goodman,Eddie Marsan,James McAvoy,Charlize Theron",David Leitch,"A.J. Dix,Eric Gitter",,"Kurt Johnstad,Antony Johnston,Sam Hart",Action,Mystery,Action,-0.28218523784275135,-0.17480869127222773
2223,12.98,5478,341174,False,en,fifty shades darker,6.3,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.",R,2017,02,Uni.,55.0,114.43,381.4,tt4465564,fifty shades darker,Fifty Shades Darker,2017,118.0,"Drama,Romance",4.6,81706,"Dakota Johnson,Eloise Mumford,Eric Johnson,Jamie Dornan",James Foley,"Dana Brunetti,Michael De Luca,Marcus Viscidi",,"E.L. James,Niall Leonard",Drama,Romance,Drama,0.9705200453033118,0.6015406928660949
2226,11.973,738,342521,False,en,keanu,6.0,Friends hatch a plot to retrieve a stolen cat by posing as drug dealers for a street gang.,,2016,04,WB (NL),15.0,20.59,20.69,tt4139124,keanu,Keanu,2016,100.0,"Action,Comedy,Crime",6.3,41560,"Method Man,Tiffany Haddish,Keegan-Michael Key,Jordan Peele",Peter Atencio,"Peter Principato,Paul Young,Joel Zadak",,Alex Rubens,Action,Comedy,Action,-0.6258880899505884,-0.5574256801459985
2230,21.437,3238,343611,False,en,jack reacher: never go back,5.7,"Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever.",PG-13,2016,10,Par.,60.0,58.7,159.95,tt3393786,jack reacher: never go back,Jack Reacher: Never Go Back,2016,118.0,"Action,Thriller",6.1,121892,"Tom Cruise,Robert Knepper,Cobie Smulders,Aldis Hodge",Edward Zwick,"Christopher McQuarrie,Don Granger",,"Marshall Herskovitz,Richard Wenk,Lee Child",Action,Thriller,Action,-0.009559746085826845,-0.08674997175415197
2231,31.475,6824,343668,False,en,kingsman: the golden circle,7.0,"When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",,2017,09,Fox,104.0,100.23,408.8,tt4649466,kingsman: the golden circle,Kingsman: The Golden Circle,2017,141.0,"Action,Adventure,Comedy",6.8,230797,"Taron Egerton,Colin Firth,Mark Strong,Channing Tatum",Matthew Vaughn,"David Reid,Adam Bohling",,"Jane Goldman,Mark Millar,Dave Gibbons",Action,Adventure,Action,1.0917852802731127,0.4261642809226621
2233,15.015,82,343795,False,en,90 minutes in heaven,5.6,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",PG-13,2015,09,,5.0,4.82,4.82,tt4337690,90 minutes in heaven,90 Minutes in Heaven,2015,121.0,Drama,4.8,3105,"Kate Bosworth,Hayden Christensen,Hudson Meek,Bobby Batson",Michael Polish,"George Furla,Randall Emmett,Rick Jackson",,"Don Piper,Cecil Murphey",Drama,,Drama,-0.6961245599860169,-0.7521923010155713
2242,17.946,2825,345887,False,en,the equalizer 2,6.5,"Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when a long-time girl friend is murdered.",R,2018,07,Sony,77.0,102.08,190.45,tt3766354,the equalizer 2,The Equalizer 2,2018,121.0,"Action,Crime,Thriller",6.7,97963,"Denzel Washington,Orson Bean,Pedro Pascal,Ashton Sanders",Antoine Fuqua,"Todd Black,Jason Blumenthal",,"Richard Wenk,Michael Sloan,Richard Lindheim",Action,Crime,Action,0.1254252782418712,0.4490126162814896
2243,13.66,2701,345911,False,en,lights out,6.3,"When Rebecca left home, she thought she left her childhood fears behind. Growing up, she was never really sure of what was and wasn’t real when the lights went out…and now her little brother, Martin, is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety. A frightening entity with a mysterious attachment to their mother, Sophie, has reemerged.",,2016,07,WB (NL),5.0,67.27,148.81,tt4786282,lights out,Lights Out,2016,81.0,"Drama,Horror,Mystery",6.3,100650,"Teresa Palmer,Billy Burke,Gabriel Bateman,Maria Bello",David F. Sandberg,"Lawrence Grey,James Wan",,Eric Heisserer,Drama,Horror,Drama,-0.05886247300420567,0.01909339798917317
2244,12.923,623,345914,False,en,the house,5.7,"When Scott and Kate Johansen’s daughter gets into the college of her dreams it’s cause for celebration. That is, until Scott and Kate learn that the scholarship they were counting on didn’t come through, and they’re now on the hook for tuition they can’t begin to afford. With the help of their friend and neighbor Frank also in need of a major payday they decide to open an illegal casino in his suburban house, risking everything together on a Vegas-style bacchanal where money flows, inhibitions are checked at the door, and all bets are off.",R,2017,06,WB (NL),40.0,25.58,31.19,tt4481514,the house,The House,2017,88.0,"Comedy,Crime",5.6,33365,"Amy Poehler,Will Ferrell,Ryan Simpkins,Jason Mantzoukas",Andrew Jay Cohen,"Adam McKay,Joseph Drake,Jessica Elbaum,Nathan Kahane",,Brendan O'Brien,Comedy,Crime,Comedy,-0.5794178356738399,-0.49579692693489086
2247,12.034,4128,345920,False,en,collateral beauty,7.2,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",PG-13,2016,12,WB (NL),36.0,31.02,85.31,tt4682786,collateral beauty,Collateral Beauty,2016,97.0,"Drama,Romance",6.8,78764,"Edward Norton,Michael Peña,Kate Winslet,Will Smith",David Frankel,"Bard Dorros,Michael Sugar,Anthony Bregman,Kevin Scott Frakes",,Allan Loeb,Drama,Romance,Drama,-0.33989686791597046,-0.4286104705283927
2248,12.786,830,345922,False,en,fist fight,6.0,"When one school teacher gets the other fired, he is challenged to an after-school fight.",R,2017,02,WB (NL),25.0,32.19,40.29,tt3401882,fist fight,Fist Fight,2017,91.0,Comedy,5.6,35136,"Christina Hendricks,Charlie Day,Ice Cube,Tracy Morgan",Richie Keen,"Shawn Levy,Dan Cohen",,"Van Robichaux,Max Greenfield,Evan Susser",Comedy,,Comedy,-0.5391436153006579,-0.41416044222037746
2252,27.114,4138,345940,False,en,the meg,6.0,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",PG-13,2018,08,WB,178.0,145.44,529.53,tt4779682,the meg,The Meg,2018,113.0,"Action,Horror,Sci-Fi",5.7,114042,"Bingbing Li,Rainn Wilson,Jason Statham,Cliff Curtis",Jon Turteltaub,Belle Avery,,"Jon Hoeber,Erich Hoeber,Dean Georgaris,Steve Alten",Action,Horror,Action,1.6261046896856695,0.9845281952862249
2253,16.637,13748,346364,False,en,it,7.2,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",R,2017,09,WB (NL),35.0,327.48,697.46,tt1396484,it,It,2017,135.0,"Horror,Thriller",7.4,359123,"Bill Skarsgård,Jaeden Martell,Finn Wolfhard,Sophia Lillis",Andy Muschietti,Seth Grahame-Smith,,"Stephen King,Chase Palmer,Cary Joji Fukunaga,Gary Dauberman",Horror,Thriller,Horror,2.369318956418468,3.2328043945948512
2262,15.765,4231,346685,False,en,the girl on the train,6.4,"Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds.",R,2016,10,,45.0,75.4,174.28,tt3631112,the girl on the train,The Girl on the Train,2016,112.0,"Crime,Drama,Mystery",6.5,150977,"Justin Theroux,Rebecca Ferguson,Emily Blunt,Haley Bennett",Tate Taylor,"Marc Platt,Jared LeBoff",,"Erin Cressida Wilson,Paula Hawkins",Crime,Drama,Crime,0.05386108665567855,0.11950256905256117
2264,23.242,2862,346910,False,en,the predator,5.4,"When a kid accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled female scientist can prevent the end of the human race.",R,2018,09,,88.0,51.02,159.49,tt3829266,the predator,The Predator,2018,107.0,"Action,Adventure,Sci-Fi",5.4,94888,"Boyd Holbrook,Trevante Rhodes,Keegan-Michael Key,Jacob Tremblay",Shane Black,John Davis,,"Jim Thomas,John Thomas,Fred Dekker",Action,Adventure,Action,-0.011595585796998592,-0.18160143962214936
2266,10.67,2251,347031,False,en,swiss army man,7.0,"Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new “friend” and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams.",,2016,06,A24,3.0,4.21,5.84,tt4034354,swiss army man,Swiss Army Man,2016,97.0,"Adventure,Comedy,Drama",7.0,91736,"Paul Dano,Daniel Radcliffe,Mary Elizabeth Winstead,Antonia Ribero","Dan Kwan,Daniel Scheinert","Amanda Marshall,Miranda Bailey,Lawrence Inglee,Lauren Mann",,,Adventure,Comedy,Adventure,-0.6916103067134184,-0.7597260764582117
2272,13.772,1372,347375,False,en,mile 22,6.1,"An elite group of American operatives, aided by a top-secret tactical command team, must transport an asset who holds life-threatening information to an extraction point 22 miles away through the hostile streets of an Asian city.",R,2018,08,STX,35.0,36.11,66.3,tt4560436,mile 22,Mile 22,2018,94.0,"Action,Adventure,Thriller",6.1,47862,"Mark Wahlberg,John Malkovich,Lauren Cohan,Iko Uwais",Peter Berg,Stephen Levinson,,"Lea Carpenter,Graham Roland",Action,Adventure,Action,-0.424030156849398,-0.36574667216275375
2282,33.419,5414,348350,False,en,solo: a star wars story,6.6,"Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian.",PG-13,2018,05,BV,275.0,213.77,393.15,tt3778644,solo: a star wars story,Solo: A Star Wars Story,2018,135.0,"Action,Adventure,Fantasy",7.0,226243,"Alden Ehrenreich,Woody Harrelson,Emilia Clarke,Donald Glover",Ron Howard,"Kathleen Kennedy,Simon Emanuel",,"George Lucas,Jonathan Kasdan,Lawrence Kasdan",Action,Adventure,Action,1.0225224727082447,1.828434549377405
2285,9.076,386,350312,False,te,baahubali 2: the conclusion,7.2,"When Mahendra, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",,2017,04,GrtIndia,30.0,18.99,263.5,tt4849438,baahubali 2: the conclusion,Baahubali 2: The Conclusion,2017,167.0,"Action,Drama",8.3,65656,"Anushka Shetty,Rana Daggubati,Tamannaah Bhatia,Prabhas",S.S. Rajamouli,,,"Madhan Karky,Ajay Kumar,Vijayendra Prasad,Manoj Muntashir,C.H. Vijay Kumar",Action,Drama,Action,0.4487254758529644,-0.5771864026184981
2287,10.052,668,351044,False,en,welcome to marwen,6.5,"When a devastating attack shatters Mark Hogancamp and wipes away all memories, no one expected recovery. Putting together pieces from his old and new life, Mark meticulously creates a wondrous town named Marwen where he can heal and be heroic. As he builds an astonishing art installation — a testament to the most powerful women he knows — through his fantasy world, he draws strength to triumph in the real one.",PG-13,2018,12,Uni.,45.0,10.76,12.87,tt3289724,welcome to marwen,Welcome to Marwen,2018,116.0,"Biography,Comedy,Drama",6.1,8920,"Falk Hentschel,Matt O'Leary,Steve Carell,Nikolai Witschl",Robert Zemeckis,"Steve Starkey,Jack Rapke,Cherylanne Martin",,Caroline Thompson,Biography,Comedy,Biography,-0.6604973650405096,-0.678830618836417
2288,11.411,1294,351211,False,en,blair witch,5.1,Students on a camping trip discover something sinister is lurking beyond the trees.,R,2016,09,LGF,10.0,20.78,38.99,tt1540011,blair witch,Blair Witch,2016,89.0,"Horror,Mystery,Thriller",5.0,36867,"Corbin Reid,James Allen McCune,Callie Hernandez,Brandon Scott",Adam Wingard,"Keith Calder,Roy Lee,Steven Schneider,Jessica Calder",,Simon Barrett,Horror,Mystery,Horror,-0.5448970753539695,-0.5550790943523892
2290,43.033,7767,351286,False,en,jurassic world: fallen kingdom,6.5,"Three years after the demise of Jurassic World, a volcanic eruption threatens the remaining dinosaurs on the isla Nublar, so Claire Dearing, the former park manager, recruits Owen Grady to help prevent the extinction of the dinosaurs once again.",,2018,06,Uni.,170.0,417.72,1305.77,tt4881806,jurassic world: fallen kingdom,Jurassic World: Fallen Kingdom,2018,128.0,"Action,Adventure,Sci-Fi",6.2,219125,"Rafe Spall,Chris Pratt,Bryce Dallas Howard,Justice Smith",J.A. Bayona,"Patrick Crowley,Belén Atienza",,"Colin Trevorrow,Derek Connolly,Michael Crichton",Action,Adventure,Action,5.061539944903123,4.347309142043821
2295,12.655,912,351819,False,en,fifty shades of black,4.7,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,R,2016,01,ORF,5.0,11.69,22.11,tt4667094,fifty shades of black,Fifty Shades of Black,2016,92.0,Comedy,3.5,17189,"Mike Epps,Fred Willard,Marlon Wayans,Kali Hawk",Michael Tiddes,,Lawrence Jordan,Rick Alvarez,Comedy,,Comedy,-0.6196035412769709,-0.6673446988992767
2308,12.508,1833,353070,False,en,going in style,6.6,"Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",PG-13,2017,04,,24.0,45.02,78.67,tt2568862,going in style,Going in Style,2017,96.0,"Comedy,Crime",6.6,66418,"Matt Dillon,Ann-Margret,Alan Arkin,Michael Caine",Zach Braff,Donald De Line,,"Theodore Melfi,Edward Cannon",Comedy,Crime,Comedy,-0.36928377157288567,-0.2557041488940224
2311,26.84,9474,353486,False,en,jumanji: welcome to the jungle,6.8,"The tables are turned as four teenagers are sucked into Jumanji's world - pitted against rhinos, black mambas and an endless variety of jungle traps and puzzles. To survive, they'll play as characters from the game.",PG-13,2017,12,Sony,90.0,404.51,964.5,tt2283362,jumanji: welcome to the jungle,Jumanji: Welcome to the Jungle,2017,119.0,"Action,Adventure,Comedy",7.0,242735,"Dwayne Johnson,Kevin Hart,Karen Gillan,Jack Black",Jake Kasdan,,,"Jeff Pinkner,Scott Rosenberg,Erik Sommers,Chris McKenna,Chris Van Allsburg",Action,Adventure,Action,3.5511681661387455,4.184159677130247
2312,22.08,3536,353491,False,en,the dark tower,5.7,"The last Gunslinger, Roland Deschain, has been locked in an eternal battle with Walter O’Dim, also known as the Man in Black, determined to prevent him from toppling the Dark Tower, which holds the universe together. With the fate of the worlds at stake, good and evil will collide in the ultimate battle as only Roland can defend the Tower from the Man in Black.",PG-13,2017,08,Sony,60.0,50.7,113.46,tt1648190,the dark tower,The Dark Tower,2017,95.0,"Action,Adventure,Fantasy",5.7,107518,"Matthew McConaughey,Dennis Haysbert,Idris Elba,Tom Taylor",Nikolaj Arcel,Ron Howard,,"Jeff Pinkner,Stephen King,Akiva Goldsman,Anders Thomas Jensen",Action,Adventure,Action,-0.215312329069259,-0.18555358411664927
2313,8.658,705,353569,False,en,table 19,6.0,"Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway – only to find herself seated with five fellow-unwanted guests at the dreaded Table 19.",PG-13,2017,03,FoxS,5.0,3.61,4.62,tt1412528,table 19,Table 19,2017,87.0,"Comedy,Drama,Romance",5.8,22751,"Anna Kendrick,Lisa Kudrow,Craig Robinson,Stephen Merchant",Jeffrey Blitz,"P. Jennifer Dana,Shawn Levy,Dan Cohen",,"Jay Duplass,Mark Duplass",Comedy,Drama,Comedy,-0.6970097076865263,-0.767136347385399
2316,19.722,2346,353616,False,en,pitch perfect 3,6.5,"After the highs of winning the world championships, the Bellas find themselves split apart and discovering there aren't job prospects for making music with your mouth. But when they get the chance to reunite for an overseas USO tour, this group of awesome nerds will come together to make some music, and some questionable decisions, one last time.",PG-13,2017,12,Uni.,45.0,104.9,185.74,tt4765284,pitch perfect 3,Pitch Perfect 3,2017,93.0,"Comedy,Music",5.8,45127,"Rebel Wilson,Anna Kendrick,Brittany Snow,Anna Camp",Trish Sie,"Paul Brooks,Elizabeth Banks",,"Kay Cannon,Mickey Rapkin,Mike White",Comedy,Music,Comedy,0.10458004989487267,0.48384088963926997
2330,11.833,391,354861,False,en,father figures,5.8,"Upon learning that their mother has been lying to them for years about their allegedly deceased father, two fraternal twin brothers hit the road in order to find him.",R,2017,12,WB,25.0,17.5,21.04,tt1966359,father figures,Father Figures,2017,113.0,"Adventure,Comedy,Drama",5.5,14373,"Owen Wilson,Ed Helms,Glenn Close,Robert Jon Mello",Lawrence Sher,"Ivan Reitman,Ali Bell,Broderick Johnson,Andrew A. Kosove",,Justin Malen,Adventure,Comedy,Adventure,-0.6243390814746967,-0.5955885754210131
