,popularity,vote_count,id_x,adult,original_language,title,vote_average,overview,MPAA,year,month,studio,production_budget,domestic_gross,worldwide_gross,tconst,primary_title,original_title,start_year,runtime_minutes,genres,avg_rating_imdb,num_votes_imdb,actors,directors,producers,editors,writers,primary_genre,secondary_genre,new_genre,worldwide_gross_z,domestic_gross_z
2331,32.919,11629,354912,False,en,coco,8.2,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",PG,2017,10,BV,175.0,209.73,798.01,tt2380307,coco,Coco,2017,105.0,"Adventure,Animation,Comedy",8.4,277194,"Gael García Bernal,Alanna Ubach,Benjamin Bratt,Anthony Gonzalez","Adrian Molina,Lee Unkrich",Darla K. Anderson,,"Jason Katz,Matthew Aldrich",Adventure,Animation,Animation_Adventure,2.8143269628496164,1.7785387251343434
2337,14.579,291,355547,False,en,the star,5.6,"A small but brave donkey and his animal friends become the unsung heroes of the greatest story ever told, the first Christmas.",PG,2017,11,Sony,20.0,40.85,62.76,tt4587656,the star,The Star,2017,86.0,"Adventure,Animation,Comedy",6.1,5159,"Gina Rodriguez,Keegan-Michael Key,Steven Yeun,Aidy Bryant",Timothy Reckart,Jennifer Magee-Cook,Pam Ziegenhagen,"Carlos Kotkin,Simon Moore",Adventure,Animation,Animation_Adventure,-0.43969727114841606,-0.3072055318379741
2341,14.16,2990,356305,False,en,why him?,6.3,A dad forms a bitter rivalry with his daughter's young rich boyfriend.,R,2016,12,Fox,38.0,60.32,117.43,tt4501244,why him?,Why Him?,2016,111.0,Comedy,6.2,89628,"Zoey Deutch,James Franco,Cedric the Entertainer,Tangie Ambrose",John Hamburg,"Ben Stiller,Shawn Levy,Dan Levine",,"Jonah Hill,Ian Helfer",Comedy,,Comedy,-0.19774214721414546,-0.06674224025074631
2346,20.817,6823,359940,False,en,"three billboards outside ebbing, missouri",8.1,"After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.",,2017,11,FoxS,12.0,54.51,160.19,tt5027774,"three billboards outside ebbing, missouri","Three Billboards Outside Ebbing, Missouri",2017,115.0,"Crime,Drama",8.2,344047,"Woody Harrelson,Frances McDormand,Sam Rockwell,Caleb Landry Jones",Martin McDonagh,"Graham Broadbent,Peter Czernin",Jon Gregory,,Crime,Drama,Crime,-0.00849756884521541,-0.13849836372901
2355,18.115,466,360814,False,hi,dangal,8.1,"Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.",PG,2016,12,UTV,9.5,12.39,294.65,tt5074352,dangal,Dangal,2016,161.0,"Action,Biography,Drama",8.5,123638,"Aamir Khan,Sakshi Tanwar,Fatima Sana Shaikh,Sanya Malhotra",Nitesh Tiwari,Siddharth Roy Kapur,,"Rajshri Sudhakar,Shreyas Jain,Nikhil Mehrotra,Piyush Gupta",Action,Biography,Action,0.5865872302073182,-0.6586993828175582
2357,18.588,1368,361292,False,en,suspiria,6.9,"A darkness swirls at the center of a world-renowned dance company, one that will engulf the troupe's artistic director, an ambitious young dancer and a grieving psychotherapist. Some will succumb to the nightmare, others will finally wake up.",R,2018,10,Amazon,20.0,2.48,7.03,tt1034415,suspiria,Suspiria,2018,152.0,"Fantasy,Horror,Mystery",6.8,37360,"Tilda Swinton,Chloë Grace Moretz,Doris Hick,Malgorzata Bela",Luca Guadagnino,"Francesco Melzi d'Eril,Bradley J. Fischer",,"Dario Argento,Daria Nicolodi,David Kajganich",Fantasy,Horror,Fantasy,-0.6863436778953869,-0.7810923576316018
2363,20.928,4848,363676,False,en,sully,7.1,"On 15 January 2009, the world witnessed the 'Miracle on the Hudson' when Captain 'Sully' Sullenberger glided his disabled plane onto the frigid waters of the Hudson River, saving the lives of all 155 aboard. However, even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill, an investigation was unfolding that threatened to destroy his reputation and career.",PG-13,2016,09,WB,60.0,125.07,238.52,tt3263904,sully,Sully,2016,96.0,"Biography,Drama",7.5,202718,"Tom Hanks,Aaron Eckhart,Laura Linney,Valerie Mahaffey",Clint Eastwood,"Frank Marshall,Tim Moore",,"Todd Komarnicki,Chesley Sullenberger,Jeffrey Zaslow",Biography,Drama,Biography,0.33817052805932846,0.7329494973082161
2366,11.022,586,364116,False,en,the other side of the door,5.4,"Grieving over the loss of her son, a mother struggles with her feelings for her daughter and her husband. She seeks out a ritual that allows her say goodbye to her dead child, opening the veil between the world of the dead and the living. Her daughter becomes the focus of terror. She must now protect against the evil that was once her beloved son.",R,2016,02,Fox,5.0,3.0,12.91,tt3702652,the other side of the door,The Other Side of the Door,2016,96.0,Horror,5.3,15813,"Sarah Wayne Callies,Jeremy Sisto,Sofia Rosinsky,Logan Creran",Johannes Roberts,"Alexandre Aja,Ben Pugh,Rory Aitken",,Ernest Riera,Horror,,Horror,-0.6603203355004078,-0.7746701228280395
2368,15.366,1847,364689,False,en,ferdinand,7.2,"Ferdinand, a little bull, prefers sitting quietly under a cork tree just smelling the flowers versus jumping around, snorting, and butting heads with other bulls. As Ferdinand grows big and strong, his temperament remains mellow, but one day five men come to choose the ""biggest, fastest, roughest bull"" for the bullfights in Madrid and Ferdinand is mistakenly chosen.  Based on the classic 1936 children's book by Munro Leaf.",PG,2017,12,Fox,111.0,84.41,289.85,tt3411444,ferdinand,Ferdinand,2017,108.0,"Adventure,Animation,Comedy",6.7,40229,"Kate McKinnon,Bobby Cannavale,John Cena,Jack Gore",Carlos Saldanha,,,"Robert L. Baird,Brad Copeland,David Kidd,Tim Federle,Ron Burch",Adventure,Animation,Animation_Adventure,0.5653436853950905,0.23078013747582363
2373,13.914,1731,365942,False,en,the space between us,7.1,A young man raised by scientists on Mars returns to Earth to find his father.,PG-13,2017,01,STX,30.0,7.89,16.48,tt3922818,the space between us,The Space Between Us,2017,120.0,"Adventure,Drama,Romance",6.4,41031,"Asa Butterfield,Gary Oldman,Carla Gugino,Britt Robertson",Peter Chelsom,,,"Allan Loeb,Stewart Schill,Richard Barton Lewis",Adventure,Drama,Adventure,-0.6445204490463133,-0.714276414771463
2382,13.336,1276,369192,False,en,battle of the sexes,6.8,The true story of the 1973 tennis match between World number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.,PG-13,2017,09,FoxS,25.0,12.64,18.45,tt4622512,battle of the sexes,Battle of the Sexes,2017,121.0,"Biography,Comedy,Drama",6.7,43245,"Andrea Riseborough,Emma Stone,Sarah Silverman,Steve Carell","Jonathan Dayton,Valerie Faris","Danny Boyle,Christian Colson,Robert Graf",,Simon Beaufoy,Biography,Comedy,Biography,-0.6358017441962948,-0.6556117699312302
2391,9.902,259,369883,False,en,middle school: the worst years of my life,6.9,A quiet teenage artist Rafe Katchadorian has a wild imagination and is sick of middle school and the rules that have been put before him. Rafe and his best friend Leo have come up with a plan: break every rule in the school hand book and as you expect trouble follows.,PG,2016,10,LGF,8.5,20.01,23.31,tt4981636,middle school: the worst years of my life,Middle School: The Worst Years of My Life,2016,92.0,"Comedy,Family",6.1,6413,"Lauren Graham,Andrew Daly,Griffin Gluck,Alexa Nisenson",Steve Carr,,,"Hubbel Palmer,James Patterson,Kara Holden,Chris Bowman,Chris Tebbetts",Comedy,Family,Comedy,-0.614292655073914,-0.5645889420422795
2392,24.035,3292,369885,False,en,allied,6.7,"In 1942, an intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",R,2016,11,Par.,106.0,40.1,119.27,tt3640424,allied,Allied,2016,124.0,"Action,Drama,Romance",7.1,125741,"Marion Cotillard,Brad Pitt,Jared Harris,Vincent Ebrahim",Robert Zemeckis,"Graham King,Steve Starkey",,Steven Knight,Action,Drama,Action,-0.18959878836945815,-0.3164683704969582
2393,25.546,3441,369972,False,en,first man,7.1,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",PG-13,2018,10,Uni.,60.0,44.94,105.2,tt1213641,first man,First Man,2018,141.0,"Biography,Drama,History",7.4,120009,"Ryan Gosling,Kyle Chandler,Jason Clarke,Claire Foy",Damien Chazelle,"Wyck Godfrey,Marty Bowen,Isaac Klausner",,"Josh Singer,James R. Hansen",Biography,Drama,Biography,-0.2518689291003011,-0.2566921850176474
2394,15.072,458,370567,False,en,sherlock gnomes,5.4,"Garden gnomes, Gnomeo & Juliet, recruit renown detective, Sherlock Gnomes, to investigate the mysterious disappearance of other garden ornaments.",PG,2018,03,Par.,59.0,43.24,87.53,tt2296777,sherlock gnomes,Sherlock Gnomes,2018,86.0,"Adventure,Animation,Comedy",5.1,8030,"Johnny Depp,Emily Blunt,James McAvoy,Kelly Asbury",John Stevenson,,,"Kathy Greenberg,Ben Zazove,Andy Riley,Kevin Cecil,Emily Cook",Adventure,Animation,Animation_Adventure,-0.330071728440315,-0.277687952644678
2396,9.986,1029,370755,False,en,paterson,7.1,"A week in the life of Paterson, a poet bus driver, and his wife Laura, a very creative artist, who live in Paterson, New Jersey, hometown of many famous poets and artists.",,2016,11,BST,5.0,2.14,10.73,tt5247022,paterson,Paterson,2016,118.0,"Comedy,Drama,Romance",7.4,55285,"Adam Driver,Golshifteh Farahani,Rizwan Manji,Nellie",Jim Jarmusch,"Joshua Astrachan,Carter Logan",,"William Carlos Williams,Ron Padgett",Comedy,Drama,Comedy,-0.6699684454359612,-0.7852915111570079
2397,17.129,822,371608,False,en,the strangers: prey at night,5.4,"A family’s road trip takes a dangerous turn when they arrive at a secluded mobile home park to stay with some relatives and find it mysteriously deserted. Under the cover of darkness, three masked psychopaths pay them a visit to test the family’s every limit as they struggle to survive.",NR,2018,03,,5.0,24.43,29.96,tt1285009,the strangers: prey at night,The Strangers: Prey at Night,2018,85.0,Horror,5.2,21614,"Christina Hendricks,Bailee Madison,Martin Henderson,Lewis Pullman",Johannes Roberts,"Robert Jones,Wayne Marc Godfrey,James Harris",,"Bryan Bertino,Ben Ketai",Horror,,Horror,-0.5848614940319732,-0.5099999462119998
2398,18.861,2441,371638,False,en,the disaster artist,7.2,"An aspiring actor in Hollywood meets an enigmatic stranger by the name of Tommy Wiseau, the meeting leads the actor down a path nobody could have predicted; creating the worst movie ever made.",R,2017,03,A24,10.0,21.12,28.72,tt3521126,the disaster artist,The Disaster Artist,2017,104.0,"Biography,Comedy,Drama",7.4,111737,"James Franco,Seth Rogen,Ari Graynor,Dave Franco",,"Vince Jolivette,Evan Goldberg",,"Tom Bissell,Michael H. Weber,Scott Neustadter,Greg Sestero",Biography,Comedy,Biography,-0.5903494097751322,-0.550879940826983
2399,13.812,1180,371645,False,en,hunt for the wilderpeople,7.8,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.",PG-13,2016,03,Orch.,2.5,5.21,23.85,tt4698684,hunt for the wilderpeople,Hunt for the Wilderpeople,2016,101.0,"Adventure,Comedy,Drama",7.9,87532,"Sam Neill,Rachel House,Rima Te Wiata,Julian Dennison",Taika Waititi,"Matt Noonan,Leanne Saunders,Carthew Neal",,"Barry Crump,Te Arepa Kahi",Adventure,Comedy,Adventure,-0.6119027562825383,-0.7473756249128995
2401,16.123,1516,372343,False,en,the snowman,5.1,Detective Harry Hole investigates the disappearance of a woman whose pink scarf is found wrapped around an ominous looking snowman.,R,2017,10,Uni.,35.0,6.67,43.23,tt1758810,the snowman,The Snowman,2017,119.0,"Crime,Drama,Mystery",5.1,47890,"Michael Fassbender,Rebecca Ferguson,Charlotte Gainsbourg,Jonas Karlsson",Tomas Alfredson,Tim Bevan,,"Peter Straughan,Hossein Amini,Søren Sveistrup,Jo Nesbø",Crime,Drama,Crime,-0.5261319441031683,-0.7293439656567438
2407,10.747,575,373569,False,en,snatched,5.3,"When her boyfriend dumps Emily, a spontaneous woman in her 30s, she persuades her ultra-cautious mom to accompany her on a vacation to Ecuador. When these two very different women are trapped on this wild journey, their bond as mother and daughter is tested and strengthened while they attempt to navigate the jungle and escape.",R,2017,05,Fox,42.0,45.85,57.85,tt2334871,snatched,Snatched,2017,90.0,"Action,Adventure,Comedy",4.5,29997,"Goldie Hawn,Amy Schumer,Kim Caramele,Raven Goodwin",Jonathan Levine,"Paul Feig,Peter Chernin,Jenno Topping,Jessie Henderson",,Katie Dippold,Action,Adventure,Action,-0.46142764719592416,-0.24545327411141327
2408,29.262,2713,373571,False,en,godzilla: king of the monsters,6.3,"Follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species - thought to be mere myths - rise again, they all vie for supremacy, leaving humanity's very existence hanging in the balance.",PG-13,2019,05,,170.0,85.58,299.28,tt3741700,godzilla: king of the monsters,Godzilla: King of the Monsters,2019,132.0,"Action,Adventure,Fantasy",6.7,36479,"Vera Farmiga,Ken Watanabe,Kyle Chandler,Millie Bobby Brown",Michael Dougherty,"Mary Parent,Jon Jashni,Alex Garcia",,"Max Borenstein,Zach Shields",Action,Adventure,Action,0.607078399474113,0.24523016578383888
2417,28.704,11218,374720,False,en,dunkirk,7.4,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",PG-13,2017,07,WB,150.0,190.07,499.84,tt5013056,dunkirk,Dunkirk,2017,106.0,"Action,Drama,History",7.9,466580,"Tom Hardy,Barry Keoghan,Mark Rylance,Fionn Whitehead",Christopher Nolan,Emma Thomas,Lee Smith,,Action,Drama,Action,1.494704513545035,1.5357288477535067
2420,23.566,3370,375262,False,en,the favourite,7.6,"England, early 18th century. The close relationship between Queen Anne and Sarah Churchill is threatened by the arrival of Sarah's cousin, Abigail Hill, resulting in a bitter rivalry between the two cousins to be the Queen's favourite.",R,2018,11,FoxS,15.0,34.37,94.11,tt5083738,the favourite,The Favourite,2018,119.0,"Biography,Drama,History",7.6,116011,"Emma Stone,Rachel Weisz,Nicholas Hoult,Olivia Colman",Yorgos Lanthimos,"Ed Guiney,Ceci Dempsey,Lee Magiday",,"Tony McNamara,Deborah Davis",Biography,Drama,Biography,-0.30095036909355266,-0.38723645785159694
2427,23.926,1935,375588,False,en,robin hood,5.9,A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.,PG-13,2018,11,,99.0,30.82,84.75,tt4532826,robin hood,Robin Hood,2018,116.0,"Action,Adventure,Thriller",5.3,41588,"Taron Egerton,Jamie Foxx,Ben Mendelsohn,Eve Hewson",Otto Bathurst,"Leonardo DiCaprio,Jennifer Davisson",,"Ben Chandler,David James Kelly",Action,Adventure,Action,-0.34237528147739704,-0.4310805608374551
2435,21.717,1149,376290,False,en,miss sloane,7.5,An ambitious lobbyist faces off against the powerful gun lobby in an attempt to pass gun control legislation.,R,2016,11,EC,18.0,3.5,7.72,tt4540710,miss sloane,Miss Sloane,2016,132.0,"Drama,Thriller",7.5,52788,"Gugu Mbatha-Raw,Mark Strong,Jessica Chastain,Michael Stuhlbarg",John Madden,"Ariel Zeitoun,Kris Thykier,Ben Browning",,Jonathan Perera,Drama,Thriller,Drama,-0.6832899183286292,-0.7684948970553833
